CUSTOMER_ID,AGE,GENDER,ITEM_PURCHASED,CATEGORY,PURCHASE_AMOUNT,LOCATION,REGION,SIZE,COLOR,SEASON,REVIEW_RATING,SUBSCRIPTION_STATUS,SHIPPING_TYPE,DISCOUNT_APPLIED,PROMO_CODE_USED,PREVIOUS_PURCHASES,PAYMENT_METHOD,FREQUENCY_OF_PURCHASES,PROCESSDATE,AGE_GROUP,REVIEWS_CLASSIFICATION
368,52,Male,Dress,Clothing,40,Tennessee,South Region,XL,Cyan,Spring,2.8,true,Store Pickup,true,true,18,Bank Transfer,Monthly,2/2/2025 23:19,ADULT,BAD
369,24,Male,Handbag,Accessories,39,Oklahoma,South Region,M,Charcoal,Spring,4.5,true,Standard,true,true,29,Cash,Monthly,6/20/2025 2:50,YOUTH,EXCELLENT
370,38,Male,Belt,Accessories,40,Wisconsin,Midwest Region,M,Silver,Summer,3.3,true,Store Pickup,true,true,45,PayPal,Quarterly,2/21/2025 5:58,ADULT,GOOD
371,59,Male,Scarf,Accessories,34,Oregon,West Region,M,Olive,Winter,3.4,true,Express,true,true,13,PayPal,Weekly,2/15/2025 10:46,ADULT,GOOD
372,27,Male,Sneakers,Footwear,83,North Carolina,South Region,S,Pink,Winter,3.2,true,2-Day Shipping,true,true,47,PayPal,Monthly,5/12/2025 6:29,YOUTH,GOOD
373,24,Male,Sweater,Clothing,85,Pennsylvania,Northeast Region,L,Orange,Summer,3.7,true,Standard,true,true,7,Debit Card,Weekly,3/19/2025 1:50,YOUTH,GOOD
374,23,Male,Coat,Outerwear,27,North Dakota,Midwest Region,L,White,Summer,4.6,true,Express,true,true,11,Venmo,Bi-Weekly,1/19/2025 11:07,YOUTH,EXCELLENT
375,69,Male,Jewelry,Accessories,78,Ohio,Midwest Region,S,Purple,Spring,5.0,true,Store Pickup,true,true,39,Bank Transfer,Monthly,4/28/2025 4:29,SENIOR,EXCELLENT
376,59,Male,Sunglasses,Accessories,32,Oklahoma,South Region,M,Olive,Summer,4.4,true,Standard,true,true,6,Debit Card,Quarterly,3/18/2025 15:48,ADULT,EXCELLENT
377,51,Male,Shoes,Footwear,51,South Carolina,South Region,S,Gray,Fall,4.9,true,Express,true,true,2,Venmo,Bi-Weekly,4/8/2025 20:38,ADULT,EXCELLENT
378,63,Male,Scarf,Accessories,32,Maine,Northeast Region,M,Silver,Spring,4.1,true,Standard,true,true,39,Credit Card,Every 3 Months,6/24/2025 9:32,SENIOR,EXCELLENT
379,54,Male,Dress,Clothing,62,Nevada,West Region,L,Orange,Winter,4.9,true,Next Day Air,true,true,23,Credit Card,Monthly,5/1/2025 3:51,ADULT,EXCELLENT
380,32,Male,T-shirt,Clothing,29,Montana,West Region,S,Magenta,Fall,4.7,true,2-Day Shipping,true,true,46,Debit Card,Bi-Weekly,4/21/2025 6:33,YOUTH,EXCELLENT
381,39,Male,Backpack,Accessories,69,New Hampshire,Northeast Region,XL,Beige,Fall,3.0,true,Store Pickup,true,true,19,Bank Transfer,Weekly,1/23/2025 10:54,ADULT,GOOD
382,66,Male,Jewelry,Accessories,25,Maine,Northeast Region,L,Lavender,Winter,3.4,true,Store Pickup,true,true,3,Credit Card,Every 3 Months,3/31/2025 9:49,SENIOR,GOOD
383,28,Male,Jeans,Clothing,76,California,West Region,M,Peach,Winter,3.2,true,Store Pickup,true,true,47,PayPal,Quarterly,4/28/2025 2:45,YOUTH,GOOD
384,50,Male,Sunglasses,Accessories,77,West Virginia,South Region,S,Magenta,Fall,2.9,true,Standard,true,true,6,PayPal,Quarterly,5/2/2025 18:27,ADULT,BAD
385,70,Male,Sweater,Clothing,33,California,West Region,M,Beige,Fall,4.5,true,2-Day Shipping,true,true,6,Venmo,Annually,4/9/2025 16:24,SENIOR,EXCELLENT
386,67,Male,Shorts,Clothing,93,West Virginia,South Region,S,Yellow,Fall,2.7,true,Next Day Air,true,true,12,Credit Card,Bi-Weekly,1/3/2025 15:38,SENIOR,BAD
387,64,Male,Jewelry,Accessories,39,Louisiana,South Region,L,Brown,Spring,3.4,true,Express,true,true,40,PayPal,Quarterly,1/17/2025 9:27,SENIOR,GOOD
388,45,Male,Coat,Outerwear,93,Georgia,South Region,L,Silver,Summer,4.6,true,Store Pickup,true,true,38,PayPal,Fortnightly,6/3/2025 0:05,ADULT,EXCELLENT
389,22,Male,Handbag,Accessories,82,Washington,West Region,M,Orange,Summer,2.7,true,Store Pickup,true,true,10,PayPal,Quarterly,6/26/2025 2:24,YOUTH,BAD
390,27,Male,Boots,Footwear,42,Virginia,South Region,L,Purple,Spring,4.2,true,Standard,true,true,28,Bank Transfer,Monthly,6/12/2025 15:13,YOUTH,EXCELLENT
391,25,Male,Gloves,Accessories,71,Indiana,Midwest Region,M,Indigo,Winter,3.2,true,2-Day Shipping,true,true,19,PayPal,Annually,1/31/2025 18:12,YOUTH,GOOD
392,37,Male,Sweater,Clothing,86,Minnesota,Midwest Region,L,Gray,Spring,4.8,true,Standard,true,true,25,Cash,Fortnightly,6/16/2025 23:58,ADULT,EXCELLENT
393,26,Male,T-shirt,Clothing,82,Idaho,West Region,XL,Black,Spring,3.3,true,Next Day Air,true,true,38,Credit Card,Annually,4/18/2025 18:04,YOUTH,GOOD
394,33,Male,Shoes,Footwear,65,Vermont,Northeast Region,L,Maroon,Fall,4.2,true,Standard,true,true,6,PayPal,Fortnightly,4/12/2025 2:02,YOUTH,EXCELLENT
395,43,Male,Scarf,Accessories,29,North Dakota,Midwest Region,M,Beige,Spring,4.8,true,Store Pickup,true,true,7,Debit Card,Bi-Weekly,2/15/2025 18:00,ADULT,EXCELLENT
396,37,Male,Sneakers,Footwear,65,Rhode Island,Northeast Region,L,Brown,Winter,4.9,true,Store Pickup,true,true,2,PayPal,Annually,6/2/2025 6:27,ADULT,EXCELLENT
397,46,Male,Dress,Clothing,88,South Carolina,South Region,S,Black,Fall,3.9,true,Standard,true,true,24,Bank Transfer,Annually,3/10/2025 14:52,ADULT,GOOD
398,22,Male,Belt,Accessories,46,Mississippi,South Region,M,Indigo,Fall,3.0,true,Free Shipping,true,true,26,Cash,Annually,1/23/2025 12:46,YOUTH,GOOD
399,20,Male,Boots,Footwear,67,Montana,West Region,S,Silver,Winter,4.6,true,Free Shipping,true,true,25,Debit Card,Every 3 Months,5/25/2025 13:21,YOUTH,EXCELLENT
400,60,Male,Scarf,Accessories,35,Idaho,West Region,L,Blue,Fall,3.5,true,2-Day Shipping,true,true,10,Debit Card,Monthly,5/7/2025 18:42,SENIOR,GOOD
401,39,Male,Boots,Footwear,66,Utah,West Region,M,Green,Winter,4.8,true,Free Shipping,true,true,14,PayPal,Fortnightly,4/28/2025 7:11,ADULT,EXCELLENT
402,43,Male,T-shirt,Clothing,91,Oklahoma,South Region,L,Orange,Fall,4.8,true,Standard,true,true,21,Cash,Quarterly,1/29/2025 10:00,ADULT,EXCELLENT
403,31,Male,Backpack,Accessories,78,California,West Region,L,Cyan,Fall,3.0,true,Express,true,true,26,PayPal,Monthly,6/16/2025 7:47,YOUTH,GOOD
404,19,Male,Sneakers,Footwear,45,Nevada,West Region,M,Orange,Winter,4.5,true,Next Day Air,true,true,12,Bank Transfer,Annually,6/18/2025 3:49,YOUTH,EXCELLENT
405,35,Male,T-shirt,Clothing,93,Delaware,South Region,M,Indigo,Spring,4.8,true,Store Pickup,true,true,11,Credit Card,Monthly,3/15/2025 1:13,YOUTH,EXCELLENT
406,41,Male,Jeans,Clothing,74,South Carolina,South Region,S,Silver,Summer,3.8,true,Standard,true,true,15,Cash,Annually,2/3/2025 14:31,ADULT,GOOD
407,52,Male,Gloves,Accessories,55,Maryland,South Region,M,Peach,Spring,4.6,true,Express,true,true,13,Cash,Monthly,3/27/2025 17:55,ADULT,EXCELLENT
408,45,Male,Hoodie,Clothing,76,North Carolina,South Region,XL,Teal,Spring,3.1,true,Next Day Air,true,true,5,Credit Card,Bi-Weekly,6/16/2025 4:35,ADULT,GOOD
409,34,Male,Sneakers,Footwear,66,Alabama,South Region,L,White,Spring,3.4,true,Express,true,true,36,Cash,Fortnightly,4/28/2025 8:07,YOUTH,GOOD
410,35,Male,Shorts,Clothing,51,Minnesota,Midwest Region,M,Brown,Winter,3.3,true,2-Day Shipping,true,true,32,Bank Transfer,Monthly,5/7/2025 12:28,YOUTH,GOOD
411,29,Male,Sweater,Clothing,26,Virginia,South Region,L,Lavender,Spring,4.8,true,2-Day Shipping,true,true,1,Credit Card,Quarterly,4/26/2025 13:29,YOUTH,EXCELLENT
412,59,Male,Jeans,Clothing,29,Michigan,Midwest Region,M,Indigo,Summer,2.8,true,Express,true,true,15,PayPal,Annually,4/27/2025 2:11,ADULT,BAD
413,24,Male,Jacket,Outerwear,74,Maine,Northeast Region,M,Yellow,Summer,3.1,true,Store Pickup,true,true,3,Bank Transfer,Weekly,6/23/2025 14:05,YOUTH,GOOD
414,70,Male,Jewelry,Accessories,99,Nevada,West Region,S,White,Summer,4.6,true,Free Shipping,true,true,48,Cash,Monthly,2/22/2025 22:46,SENIOR,EXCELLENT
415,29,Male,Backpack,Accessories,88,Wyoming,West Region,L,Violet,Winter,2.6,true,Store Pickup,true,true,30,Debit Card,Weekly,4/5/2025 5:36,YOUTH,BAD
416,67,Male,Coat,Outerwear,31,Connecticut,Northeast Region,M,Lavender,Winter,2.6,true,Express,true,true,40,Bank Transfer,Monthly,1/7/2025 10:14,SENIOR,BAD
417,36,Male,Belt,Accessories,55,Oregon,West Region,L,Olive,Spring,3.8,true,Free Shipping,true,true,24,Bank Transfer,Fortnightly,2/6/2025 20:51,ADULT,GOOD
418,23,Male,Sandals,Footwear,81,Mississippi,South Region,L,Beige,Fall,4.5,true,Free Shipping,true,true,48,Debit Card,Quarterly,5/2/2025 11:30,YOUTH,EXCELLENT
419,18,Male,Sweater,Clothing,73,Illinois,Midwest Region,L,Purple,Spring,3.0,true,Standard,true,true,27,Venmo,Bi-Weekly,1/11/2025 20:22,YOUTH,GOOD
420,53,Male,Shorts,Clothing,91,Utah,West Region,S,Teal,Winter,3.5,true,Free Shipping,true,true,14,Credit Card,Every 3 Months,2/15/2025 10:08,ADULT,GOOD
421,32,Male,Socks,Clothing,54,North Carolina,South Region,S,Peach,Spring,3.8,true,Free Shipping,true,true,18,Debit Card,Bi-Weekly,5/25/2025 4:59,YOUTH,GOOD
422,38,Male,Shirt,Clothing,40,Kentucky,South Region,M,Violet,Winter,3.5,true,Standard,true,true,48,Cash,Bi-Weekly,4/1/2025 18:26,ADULT,GOOD
423,47,Male,Pants,Clothing,59,Minnesota,Midwest Region,M,Purple,Fall,3.1,true,Store Pickup,true,true,32,Debit Card,Annually,5/29/2025 3:31,ADULT,GOOD
424,46,Male,Scarf,Accessories,26,New York,Northeast Region,L,Teal,Spring,3.0,true,Store Pickup,true,true,21,Credit Card,Bi-Weekly,6/4/2025 0:38,ADULT,GOOD
425,66,Male,Sweater,Clothing,23,Illinois,Midwest Region,M,Gold,Winter,4.3,true,Standard,true,true,42,PayPal,Fortnightly,4/14/2025 6:17,SENIOR,EXCELLENT
426,40,Male,Jeans,Clothing,87,North Dakota,Midwest Region,S,Teal,Winter,3.3,true,Store Pickup,true,true,4,Credit Card,Quarterly,6/12/2025 1:19,ADULT,GOOD
427,43,Male,Pants,Clothing,71,Louisiana,South Region,M,Violet,Winter,4.7,true,Express,true,true,19,Credit Card,Quarterly,6/13/2025 18:57,ADULT,EXCELLENT
428,58,Male,Backpack,Accessories,91,Illinois,Midwest Region,L,Black,Winter,4.5,true,Store Pickup,true,true,6,Credit Card,Quarterly,2/14/2025 8:07,ADULT,EXCELLENT
429,21,Male,Coat,Outerwear,64,Wyoming,West Region,XL,Gold,Winter,2.9,true,Free Shipping,true,true,2,Debit Card,Fortnightly,1/24/2025 13:42,YOUTH,BAD
430,42,Male,Sandals,Footwear,94,Washington,West Region,M,Gold,Winter,4.1,true,2-Day Shipping,true,true,21,Cash,Fortnightly,6/5/2025 6:45,ADULT,EXCELLENT
431,24,Male,Shirt,Clothing,40,Texas,South Region,M,Brown,Summer,3.5,true,Store Pickup,true,true,40,Debit Card,Annually,2/22/2025 11:37,YOUTH,GOOD
432,43,Male,Hat,Accessories,76,New Hampshire,Northeast Region,L,Cyan,Winter,3.4,true,Store Pickup,true,true,33,Cash,Fortnightly,1/8/2025 23:41,ADULT,GOOD
433,47,Male,Shirt,Clothing,86,Indiana,Midwest Region,S,Indigo,Fall,3.3,true,Free Shipping,true,true,26,Venmo,Weekly,1/10/2025 8:49,ADULT,GOOD
434,49,Male,Skirt,Clothing,92,Alabama,South Region,M,Orange,Fall,3.2,true,Store Pickup,true,true,23,Credit Card,Fortnightly,3/31/2025 22:33,ADULT,GOOD
435,50,Male,Shoes,Footwear,52,Oklahoma,South Region,L,Pink,Spring,4.0,true,Store Pickup,true,true,39,PayPal,Every 3 Months,5/19/2025 21:53,ADULT,GOOD
436,51,Male,Coat,Outerwear,28,Montana,West Region,XL,Olive,Winter,3.6,true,Next Day Air,true,true,42,Bank Transfer,Monthly,2/20/2025 11:29,ADULT,GOOD
437,40,Male,Pants,Clothing,46,Tennessee,South Region,L,Cyan,Summer,4.6,true,Free Shipping,true,true,41,Bank Transfer,Weekly,5/12/2025 15:04,ADULT,EXCELLENT
438,45,Male,Jewelry,Accessories,50,New Mexico,West Region,M,Peach,Summer,2.6,true,Next Day Air,true,true,41,PayPal,Annually,4/21/2025 12:52,ADULT,BAD
439,52,Male,Belt,Accessories,23,Iowa,Midwest Region,M,Turquoise,Winter,4.3,true,Express,true,true,12,Credit Card,Fortnightly,4/11/2025 21:40,ADULT,EXCELLENT
440,62,Male,Jacket,Outerwear,50,Idaho,West Region,M,Turquoise,Summer,3.4,true,Free Shipping,true,true,31,Cash,Monthly,3/29/2025 22:20,SENIOR,GOOD
441,20,Male,Shirt,Clothing,89,Oklahoma,South Region,XL,Maroon,Winter,3.5,true,Store Pickup,true,true,34,Debit Card,Fortnightly,3/31/2025 1:07,YOUTH,GOOD
442,43,Male,Hoodie,Clothing,81,Florida,South Region,M,Maroon,Winter,4.2,true,Standard,true,true,32,Credit Card,Annually,6/16/2025 16:31,ADULT,EXCELLENT
443,29,Male,Sunglasses,Accessories,69,Michigan,Midwest Region,M,Olive,Fall,3.5,true,Store Pickup,true,true,31,Credit Card,Quarterly,2/4/2025 11:01,YOUTH,GOOD
444,22,Male,Sunglasses,Accessories,67,Hawaii,West Region,M,Magenta,Summer,3.6,true,Free Shipping,true,true,24,PayPal,Annually,5/6/2025 22:05,YOUTH,GOOD
445,48,Male,Dress,Clothing,20,California,West Region,M,Red,Summer,4.3,true,Store Pickup,true,true,31,Debit Card,Annually,2/19/2025 15:13,ADULT,EXCELLENT
446,42,Male,Boots,Footwear,29,Iowa,Midwest Region,M,Olive,Fall,4.9,true,Standard,true,true,18,Venmo,Annually,4/6/2025 21:47,ADULT,EXCELLENT
447,19,Male,Shirt,Clothing,74,West Virginia,South Region,M,Silver,Summer,4.1,true,Store Pickup,true,true,15,Venmo,Monthly,3/22/2025 23:41,YOUTH,EXCELLENT
448,60,Male,Shorts,Clothing,82,Washington,West Region,S,Turquoise,Spring,3.6,true,Standard,true,true,7,Bank Transfer,Every 3 Months,5/31/2025 2:37,SENIOR,GOOD
449,32,Male,Gloves,Accessories,23,Missouri,Midwest Region,M,Yellow,Summer,3.4,true,Next Day Air,true,true,35,Bank Transfer,Fortnightly,4/12/2025 5:13,YOUTH,GOOD
450,26,Male,Jewelry,Accessories,45,New York,Northeast Region,L,Peach,Summer,2.9,true,2-Day Shipping,true,true,35,Bank Transfer,Monthly,6/19/2025 6:37,YOUTH,BAD
451,25,Male,Boots,Footwear,21,Connecticut,Northeast Region,L,Beige,Summer,2.7,true,Store Pickup,true,true,19,Credit Card,Monthly,6/8/2025 22:24,YOUTH,BAD
452,66,Male,Jewelry,Accessories,31,Virginia,South Region,M,Pink,Summer,4.3,true,Express,true,true,26,Credit Card,Fortnightly,4/29/2025 1:08,SENIOR,EXCELLENT
453,45,Male,Pants,Clothing,45,Missouri,Midwest Region,M,Violet,Summer,3.3,true,Express,true,true,39,PayPal,Fortnightly,5/10/2025 3:15,ADULT,GOOD
454,54,Male,Jewelry,Accessories,56,Nebraska,Midwest Region,XL,Peach,Winter,2.8,true,Next Day Air,true,true,22,Credit Card,Weekly,2/11/2025 16:29,ADULT,BAD
455,37,Male,Jacket,Outerwear,97,New Jersey,Northeast Region,S,Gold,Summer,3.2,true,Next Day Air,true,true,14,Cash,Bi-Weekly,4/8/2025 17:54,ADULT,GOOD
456,54,Male,Blouse,Clothing,100,Utah,West Region,XL,Gold,Fall,3.6,true,Store Pickup,true,true,50,Debit Card,Fortnightly,2/11/2025 6:00,ADULT,GOOD
457,50,Male,Blouse,Clothing,96,North Carolina,South Region,S,Indigo,Fall,4.0,true,2-Day Shipping,true,true,33,Credit Card,Quarterly,2/10/2025 19:45,ADULT,GOOD
458,25,Male,Gloves,Accessories,99,Rhode Island,Northeast Region,M,Blue,Spring,4.9,true,Next Day Air,true,true,48,Debit Card,Every 3 Months,5/18/2025 22:13,YOUTH,EXCELLENT
459,47,Male,Shorts,Clothing,91,Arkansas,South Region,L,Black,Winter,4.0,true,2-Day Shipping,true,true,48,PayPal,Monthly,3/20/2025 15:41,ADULT,GOOD
460,63,Male,Hat,Accessories,30,Maryland,South Region,L,Black,Winter,3.8,true,Standard,true,true,27,PayPal,Fortnightly,3/4/2025 16:37,SENIOR,GOOD
461,64,Male,Shoes,Footwear,65,South Carolina,South Region,L,Teal,Summer,3.7,true,Store Pickup,true,true,27,Bank Transfer,Weekly,6/11/2025 2:03,SENIOR,GOOD
462,18,Male,Boots,Footwear,93,Ohio,Midwest Region,M,Yellow,Winter,3.9,true,Express,true,true,20,Venmo,Weekly,3/17/2025 9:23,YOUTH,GOOD
463,59,Male,Jacket,Outerwear,81,Illinois,Midwest Region,M,White,Fall,3.3,true,Express,true,true,48,Venmo,Every 3 Months,1/12/2025 2:07,ADULT,GOOD
464,37,Male,Jewelry,Accessories,81,Georgia,South Region,S,Orange,Summer,2.7,true,Standard,true,true,29,Venmo,Weekly,6/20/2025 16:19,ADULT,BAD
465,23,Male,Sunglasses,Accessories,52,Alabama,South Region,M,Silver,Winter,4.7,true,Next Day Air,true,true,45,PayPal,Monthly,4/19/2025 21:46,YOUTH,EXCELLENT
466,54,Male,Skirt,Clothing,88,Oklahoma,South Region,M,Pink,Summer,2.8,true,Next Day Air,true,true,25,Cash,Quarterly,5/28/2025 10:45,ADULT,BAD
467,38,Male,Jeans,Clothing,24,Vermont,Northeast Region,L,Turquoise,Winter,4.6,true,Free Shipping,true,true,25,PayPal,Weekly,6/15/2025 21:19,ADULT,EXCELLENT
468,19,Male,Backpack,Accessories,51,Nebraska,Midwest Region,S,Orange,Spring,4.5,true,2-Day Shipping,true,true,37,Debit Card,Every 3 Months,1/27/2025 0:51,YOUTH,EXCELLENT
469,34,Male,Backpack,Accessories,38,Georgia,South Region,S,Peach,Fall,5.0,true,Free Shipping,true,true,16,Cash,Quarterly,2/27/2025 3:16,YOUTH,EXCELLENT
470,21,Male,Shorts,Clothing,46,Alabama,South Region,L,Pink,Fall,4.1,true,2-Day Shipping,true,true,30,Debit Card,Bi-Weekly,2/8/2025 20:44,YOUTH,EXCELLENT
471,50,Male,Dress,Clothing,63,Minnesota,Midwest Region,L,Teal,Summer,4.6,true,Express,true,true,6,Cash,Every 3 Months,5/10/2025 23:47,ADULT,EXCELLENT
472,55,Male,Scarf,Accessories,72,Missouri,Midwest Region,XL,White,Winter,4.9,true,2-Day Shipping,true,true,36,Bank Transfer,Quarterly,3/4/2025 10:29,ADULT,EXCELLENT
473,20,Male,Jeans,Clothing,39,Georgia,South Region,L,Gray,Winter,3.9,true,Free Shipping,true,true,3,Bank Transfer,Quarterly,4/24/2025 12:50,YOUTH,GOOD
474,34,Male,Coat,Outerwear,42,West Virginia,South Region,L,Olive,Spring,3.9,true,Store Pickup,true,true,29,PayPal,Every 3 Months,3/26/2025 1:12,YOUTH,GOOD
475,62,Male,Sweater,Clothing,76,Arkansas,South Region,XL,Maroon,Summer,2.6,true,2-Day Shipping,true,true,15,Cash,Quarterly,4/13/2025 22:01,SENIOR,BAD
476,21,Male,Sneakers,Footwear,66,Ohio,Midwest Region,L,Magenta,Summer,2.7,true,Free Shipping,true,true,18,Debit Card,Annually,5/17/2025 20:32,YOUTH,BAD
477,21,Male,Scarf,Accessories,90,Connecticut,Northeast Region,M,Magenta,Spring,3.5,true,Free Shipping,true,true,2,Debit Card,Fortnightly,3/28/2025 14:53,YOUTH,GOOD
478,42,Male,Sweater,Clothing,56,North Dakota,Midwest Region,M,Green,Summer,3.7,true,Free Shipping,true,true,49,Debit Card,Weekly,4/26/2025 20:28,ADULT,GOOD
479,35,Male,Jewelry,Accessories,43,Kansas,Midwest Region,XL,Turquoise,Winter,3.2,true,Free Shipping,true,true,48,Venmo,Annually,5/1/2025 12:15,YOUTH,GOOD
480,39,Male,Handbag,Accessories,84,Iowa,Midwest Region,L,Yellow,Winter,3.3,true,Store Pickup,true,true,43,Venmo,Monthly,5/27/2025 1:27,ADULT,GOOD
481,68,Male,Hoodie,Clothing,88,Vermont,Northeast Region,M,Gray,Summer,4.8,true,Standard,true,true,30,Debit Card,Bi-Weekly,3/3/2025 11:02,SENIOR,EXCELLENT
482,46,Male,Hat,Accessories,88,Wisconsin,Midwest Region,L,Peach,Fall,3.2,true,2-Day Shipping,true,true,10,PayPal,Fortnightly,5/16/2025 10:40,ADULT,GOOD
483,41,Male,Belt,Accessories,42,Connecticut,Northeast Region,M,Yellow,Winter,2.5,true,2-Day Shipping,true,true,11,Venmo,Annually,6/11/2025 12:47,ADULT,BAD
484,23,Male,Hoodie,Clothing,73,Oklahoma,South Region,M,White,Fall,3.9,true,Store Pickup,true,true,12,Debit Card,Weekly,3/8/2025 12:28,YOUTH,GOOD
485,68,Male,Hat,Accessories,73,Missouri,Midwest Region,L,Lavender,Summer,4.7,true,Free Shipping,true,true,28,Bank Transfer,Quarterly,6/25/2025 17:46,SENIOR,EXCELLENT
486,48,Male,Shoes,Footwear,44,Tennessee,South Region,S,Blue,Spring,2.6,true,Next Day Air,true,true,36,Debit Card,Fortnightly,3/21/2025 17:49,ADULT,BAD
487,38,Male,Sandals,Footwear,63,New Mexico,West Region,M,Charcoal,Fall,2.8,true,Store Pickup,true,true,37,Venmo,Every 3 Months,3/28/2025 17:37,ADULT,BAD
488,41,Male,Jacket,Outerwear,68,Iowa,Midwest Region,L,Red,Winter,4.4,true,Store Pickup,true,true,22,Credit Card,Quarterly,3/28/2025 10:36,ADULT,EXCELLENT
489,58,Male,Sweater,Clothing,29,Maine,Northeast Region,L,Olive,Spring,4.6,true,Standard,true,true,32,Venmo,Weekly,2/10/2025 16:50,ADULT,EXCELLENT
490,49,Male,Socks,Clothing,85,South Dakota,Midwest Region,M,Green,Summer,3.2,true,Standard,true,true,40,PayPal,Annually,6/1/2025 21:02,ADULT,GOOD
491,57,Male,Sneakers,Footwear,42,Colorado,West Region,M,Silver,Winter,4.2,true,2-Day Shipping,true,true,47,Cash,Monthly,4/8/2025 3:15,ADULT,EXCELLENT
492,49,Male,Coat,Outerwear,69,Vermont,Northeast Region,M,Silver,Summer,3.7,true,2-Day Shipping,true,true,24,Credit Card,Bi-Weekly,1/16/2025 0:17,ADULT,GOOD
493,50,Male,Shirt,Clothing,62,Michigan,Midwest Region,M,Black,Fall,3.9,true,Standard,true,true,11,Debit Card,Weekly,6/5/2025 1:39,ADULT,GOOD
494,28,Male,Backpack,Accessories,48,Nevada,West Region,XL,Red,Summer,4.7,true,Store Pickup,true,true,19,Cash,Bi-Weekly,1/27/2025 22:27,YOUTH,EXCELLENT
495,38,Male,Boots,Footwear,68,Indiana,Midwest Region,M,Indigo,Winter,4.5,true,Express,true,true,42,Debit Card,Weekly,5/22/2025 7:54,ADULT,EXCELLENT
496,33,Male,Handbag,Accessories,36,Michigan,Midwest Region,XL,Cyan,Fall,3.3,true,Free Shipping,true,true,6,Debit Card,Fortnightly,6/8/2025 22:29,YOUTH,GOOD
497,30,Male,Dress,Clothing,63,California,West Region,S,Maroon,Fall,3.3,true,Express,true,true,31,Venmo,Fortnightly,4/5/2025 8:27,YOUTH,GOOD
498,43,Male,Sneakers,Footwear,39,Oklahoma,South Region,S,Silver,Winter,4.6,true,Free Shipping,true,true,31,Cash,Weekly,6/5/2025 2:21,ADULT,EXCELLENT
499,43,Male,Boots,Footwear,78,Iowa,Midwest Region,M,Lavender,Spring,3.6,true,Free Shipping,true,true,27,Bank Transfer,Monthly,6/20/2025 10:11,ADULT,GOOD
500,36,Male,Shoes,Footwear,99,Rhode Island,Northeast Region,L,Silver,Winter,4.8,true,Express,true,true,24,PayPal,Monthly,3/7/2025 23:11,ADULT,EXCELLENT
501,36,Male,T-shirt,Clothing,31,Washington,West Region,L,Purple,Fall,4.8,true,Next Day Air,true,true,35,Venmo,Every 3 Months,6/13/2025 23:03,ADULT,EXCELLENT
502,64,Male,Boots,Footwear,45,Florida,South Region,M,Cyan,Spring,2.9,true,Next Day Air,true,true,21,Venmo,Annually,2/26/2025 10:46,SENIOR,BAD
503,59,Male,Pants,Clothing,30,South Carolina,South Region,S,Cyan,Fall,2.8,true,Express,true,true,8,PayPal,Fortnightly,2/16/2025 2:34,ADULT,BAD
504,55,Male,Shoes,Footwear,24,West Virginia,South Region,M,Lavender,Summer,3.2,true,Next Day Air,true,true,26,Bank Transfer,Quarterly,5/18/2025 14:40,ADULT,GOOD
505,42,Male,Shoes,Footwear,22,Missouri,Midwest Region,M,Maroon,Winter,3.9,true,Free Shipping,true,true,26,PayPal,Annually,5/12/2025 15:36,ADULT,GOOD
506,61,Male,T-shirt,Clothing,63,Maine,Northeast Region,L,Gray,Spring,4.3,true,Express,true,true,9,Cash,Bi-Weekly,4/15/2025 16:22,SENIOR,EXCELLENT
507,28,Male,Scarf,Accessories,40,Georgia,South Region,M,Olive,Fall,2.7,true,2-Day Shipping,true,true,48,Debit Card,Annually,2/1/2025 6:54,YOUTH,BAD
508,65,Male,Shorts,Clothing,20,Maine,Northeast Region,M,Magenta,Spring,5.0,true,Store Pickup,true,true,33,Debit Card,Fortnightly,2/18/2025 6:21,SENIOR,EXCELLENT
509,27,Male,Jewelry,Accessories,20,Illinois,Midwest Region,S,Yellow,Winter,3.7,true,Store Pickup,true,true,31,PayPal,Quarterly,4/8/2025 21:16,YOUTH,GOOD
510,41,Male,T-shirt,Clothing,80,Delaware,South Region,L,Cyan,Summer,3.9,true,Free Shipping,true,true,17,Debit Card,Weekly,3/8/2025 3:36,ADULT,GOOD
511,21,Male,Shirt,Clothing,87,West Virginia,South Region,M,Teal,Fall,3.9,true,2-Day Shipping,true,true,22,Venmo,Annually,2/19/2025 19:01,YOUTH,GOOD
512,61,Male,Shirt,Clothing,46,Hawaii,West Region,L,Yellow,Fall,3.1,true,Free Shipping,true,true,8,PayPal,Annually,3/20/2025 7:37,SENIOR,GOOD
513,19,Male,Gloves,Accessories,49,New York,Northeast Region,L,Peach,Winter,3.3,true,Next Day Air,true,true,2,Bank Transfer,Monthly,3/19/2025 23:24,YOUTH,GOOD
514,22,Male,Scarf,Accessories,65,New Mexico,West Region,M,Peach,Fall,3.6,true,Store Pickup,true,true,45,Venmo,Annually,5/24/2025 1:00,YOUTH,GOOD
515,64,Male,Skirt,Clothing,62,Indiana,Midwest Region,S,Olive,Winter,4.3,true,Standard,true,true,47,PayPal,Quarterly,6/27/2025 1:47,SENIOR,EXCELLENT
516,28,Male,Hat,Accessories,67,Kentucky,South Region,L,Charcoal,Spring,4.5,true,Next Day Air,true,true,7,Cash,Monthly,3/1/2025 23:55,YOUTH,EXCELLENT
